Disclosure Date,Project Number,Project Name,Project URL,Country,IFC Country Code,IFC Region,Business Line,Estimated Total Budget ($),Department,Status,IFC Approval Date,Projected Start Date,WB Country Code,As of Date
"Jul 07, 2020",603953,Ghazanfar Bank Women Markets Advisory,https://disclosures.ifc.org/project-detail/AS/603953/ghazanfar-bank-women-markets-advisory,Afghanistan,AFG,Middle East,Financial Institutions Group,200000,,Active,"Jun 09, 2020","Jun 01, 2020",AF,"October 11, 2022 02:11 AM"
"Jul 02, 2020",604257,Campinas Street Lighting Child Project,https://disclosures.ifc.org/project-detail/AS/604257/campinas-street-lighting-child-project,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,584806,,Active,"Aug 12, 2019","Jul 01, 2019",BR,"October 11, 2022 02:11 AM"
"Jul 02, 2020",604259,Camacari Street Lighting Child Project,https://disclosures.ifc.org/project-detail/AS/604259/camacari-street-lighting-child-project,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,584805,,Active,"Aug 12, 2019","Jul 01, 2019",BR,"October 11, 2022 02:11 AM"
"Jul 01, 2020",603725,KKCF,https://disclosures.ifc.org/project-detail/AS/603725/kkcf,Kenya,KEN,Africa,"Manufacturing, Agribusiness & Services",24667100,,Active,"Oct 31, 2019","Nov 01, 2019",KE,"October 11, 2022 02:11 AM"
"Jun 30, 2020",604179,Los Cabos Water,https://disclosures.ifc.org/project-detail/AS/604179/los-cabos-water,Mexico,MXC,Latin America and the Caribbean,Transaction Advisory,,,Completed,"Jul 26, 2019","Jul 12, 2019",MX,"October 11, 2022 02:11 AM"
"Jun 29, 2020",602563,IFC Treasury Education Initiative,https://disclosures.ifc.org/project-detail/AS/602563/ifc-treasury-education-initiative,World Region,WLD,Global,Other,9231000,,Active,"Jul 03, 2019","Aug 01, 2016",99,"October 11, 2022 02:11 AM"
"Jun 18, 2020",605045,NSIA BANQUE COTE D'IVOIRE SME,https://disclosures.ifc.org/project-detail/AS/605045/nsia-banque-cote-d'ivoire-sme,Cote D'Ivoire,IVC,Africa,Financial Institutions Group,365000,,Active,"Jun 23, 2020","Aug 25, 2020",CI,"October 11, 2022 02:11 AM"
"Jun 17, 2020",604175,Soufflet Ethiopia Advisory Services,https://disclosures.ifc.org/project-detail/AS/604175/soufflet-ethiopia-advisory-services,Ethiopia,ETH,Africa,"Manufacturing, Agribusiness & Services",2100000,,Active,"Jan 28, 2020","Feb 01, 2020",ET,"October 11, 2022 02:11 AM"
"Jun 17, 2020",603654,Barbados Grantley Adams International Airport,https://disclosures.ifc.org/project-detail/AS/603654/barbados-grantley-adams-international-airport,Barbados,BAR,Latin America and the Caribbean,Transaction Advisory,2257198,,Active,"Mar 11, 2019","Apr 15, 2019",BB,"October 11, 2022 02:11 AM"
"Jun 12, 2020",602265,India RE PPP,https://disclosures.ifc.org/project-detail/AS/602265/india-re-ppp,India,IND,South Asia,Transaction Advisory,2745000,,Active,,"Apr 01, 2023",IN,"October 11, 2022 02:11 AM"
"Jun 12, 2020",603207,HCMC OP Facility,https://disclosures.ifc.org/project-detail/AS/603207/hcmc-op-facility,Vietnam,VNM,East Asia and the Pacific,Transaction Advisory,1266263,,Active,"Apr 15, 2019","Apr 05, 2019",VN,"October 11, 2022 02:11 AM"
"Jun 12, 2020",603679,AMRU Rice AS,https://disclosures.ifc.org/project-detail/AS/603679/amru-rice-as,Cambodia,KAM,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",1136314,,Active,"Apr 24, 2019","Apr 01, 2019",KH,"October 11, 2022 02:11 AM"
"Jun 12, 2020",604441,PNG CB II,https://disclosures.ifc.org/project-detail/AS/604441/png-cb-ii,Papua New Guinea,PAP,East Asia and the Pacific,Other,522856,,Active,"Apr 20, 2020","Apr 20, 2020",PG,"October 11, 2022 02:11 AM"
"Jun 12, 2020",604443,Van CB II,https://disclosures.ifc.org/project-detail/AS/604443/van-cb-ii,Vanuatu,VAN,East Asia and the Pacific,Other,374605,,Active,"Apr 20, 2020","Apr 20, 2020",VU,"October 11, 2022 02:11 AM"
"Jun 12, 2020",604442,SI CB II,https://disclosures.ifc.org/project-detail/AS/604442/si-cb-ii,Solomon Islands,SLI,East Asia and the Pacific,Other,376292,,Active,"Apr 20, 2020","Apr 20, 2020",SB,"October 11, 2022 02:11 AM"
"Jun 11, 2020",604256,Aracaju SL,https://disclosures.ifc.org/project-detail/AS/604256/aracaju-sl,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,607985,,Completed,"Aug 12, 2019","Jul 01, 2019",BR,"October 11, 2022 02:11 AM"
"Jun 11, 2020",605283,Health Q Egypt,https://disclosures.ifc.org/project-detail/AS/605283/health-q-egypt,"Egypt, Arab Republic of",EGT,Africa,"Manufacturing, Agribusiness & Services",1440000,,Active,"Apr 15, 2020","May 01, 2020",EG,"October 11, 2022 02:11 AM"
"Jun 11, 2020",604255,Belem SL,https://disclosures.ifc.org/project-detail/AS/604255/belem-sl,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,605319,,Completed,"Aug 12, 2019","Jul 01, 2019",BR,"October 11, 2022 02:11 AM"
"Jun 11, 2020",604207,SPSuburban Rails,https://disclosures.ifc.org/project-detail/AS/604207/spsuburban-rails,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,3461662,,Completed,"Jul 10, 2019","Jul 18, 2019",BR,"October 11, 2022 02:11 AM"
"Jun 11, 2020",602102,Liberia SL TFA,https://disclosures.ifc.org/project-detail/AS/602102/liberia-sl-tfa,Liberia,LIB,Africa,Other,1226074,,Active,"Feb 02, 2019","Feb 01, 2019",LR,"October 11, 2022 02:11 AM"
"May 30, 2020",601695,Clean Tech Entrp,https://disclosures.ifc.org/project-detail/AS/601695/clean-tech-entrp,"Egypt, Arab Republic of",EGT,Africa,Other,1653475,,Active,"Feb 25, 2019","Mar 31, 2019",EG,"October 11, 2022 02:11 AM"
"May 30, 2020",603178,Brazil Soy,https://disclosures.ifc.org/project-detail/AS/603178/brazil-soy,Brazil,BRA,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",950000,,Active,"Sep 12, 2019","Aug 17, 2019",BR,"October 11, 2022 02:11 AM"
"May 20, 2020",603875,LN Indo WTE PPP,https://disclosures.ifc.org/project-detail/AS/603875/ln-indo-wte-ppp,Indonesia,INS,East Asia and the Pacific,Transaction Advisory,1382610,,Active,"Sep 10, 2019","Oct 01, 2019",ID,"October 11, 2022 02:11 AM"
"May 20, 2020",600706,Bangladesh Solar,https://disclosures.ifc.org/project-detail/AS/600706/bangladesh-solar,Bangladesh,BAN,South Asia,Transaction Advisory,1633817,,Active,"Dec 06, 2019","Jan 01, 2020",BD,"October 11, 2022 02:11 AM"
"May 20, 2020",603275,BCI Advisory,https://disclosures.ifc.org/project-detail/AS/603275/bci-advisory,Mozambique,MOZ,Africa,Financial Institutions Group,1000000,,Active,"Jul 30, 2018","Jul 26, 2019",MZ,"October 11, 2022 02:11 AM"
"May 14, 2020",602685,SSA E/Access,https://disclosures.ifc.org/project-detail/AS/602685/ssa-e/access,Zambia,ZAM,Africa,Financial Institutions Group,4081534,,Active,"Dec 18, 2018","Dec 01, 2018",ZM,"October 11, 2022 02:11 AM"
"May 14, 2020",603770,BMA SME Advisory,https://disclosures.ifc.org/project-detail/AS/603770/bma-sme-advisory,Angola,ANG,Africa,Financial Institutions Group,1245000,,Hold,"Mar 20, 2019","Apr 01, 2019",AO,"October 11, 2022 02:11 AM"
"May 14, 2020",603552,Tunisia IC RP II,https://disclosures.ifc.org/project-detail/AS/603552/tunisia-ic-rp-ii,Tunisia,TUN,Africa,Other,3285557,,Active,"Mar 07, 2019","Mar 07, 2019",TN,"October 11, 2022 02:11 AM"
"May 05, 2020",603307,Digital2Equal,https://disclosures.ifc.org/project-detail/AS/603307/digital2equal,World Region,WLD,Global,Other,2799497,,Active,"Mar 19, 2019","Feb 28, 2019",99,"October 11, 2022 02:11 AM"
"May 05, 2020",603918,Corridor CI-BF,https://disclosures.ifc.org/project-detail/AS/603918/corridor-ci-bf,Cote D'Ivoire,IVC,Africa,Other,3728550,,Active,"Oct 31, 2019","Jul 01, 2019",CI,"October 11, 2022 02:11 AM"
"May 05, 2020",604073,Fin Infra Nepal,https://disclosures.ifc.org/project-detail/AS/604073/fin-infra-nepal,Nepal,NEP,South Asia,Other,993435,,Active,"Apr 04, 2020","Feb 04, 2020",NP,"October 11, 2022 02:11 AM"
"Apr 30, 2020",602566,UAE STCR,https://disclosures.ifc.org/project-detail/AS/602566/uae-stcr,United Arab Emirates,UAE,Middle East,Other,306502,,Active,"Jun 03, 2019","Apr 01, 2019",AE,"October 11, 2022 02:11 AM"
"Apr 30, 2020",603271,Health Africa,https://disclosures.ifc.org/project-detail/AS/603271/health-africa,Africa Region,AFR,Africa,"Manufacturing, Agribusiness & Services",750000,,Active,"Jun 06, 2018","Jun 01, 2018",3A,"October 11, 2022 02:11 AM"
"Apr 30, 2020",604022,Lac Cities,https://disclosures.ifc.org/project-detail/AS/604022/lac-cities,Argentina,ARG,Latin America and the Caribbean,Infrastructure,2148562,,Completed,"Apr 20, 2019","Apr 15, 2019",AR,"October 11, 2022 02:11 AM"
"Apr 22, 2020",603966,Tajikistan HMF,https://disclosures.ifc.org/project-detail/AS/603966/tajikistan-hmf,Tajikistan,TJK,Europe,Other,1050000,,Active,"Oct 21, 2019","Oct 28, 2019",TJ,"October 11, 2022 02:11 AM"
"Apr 22, 2020",604230,ITAU BOW NFS,https://disclosures.ifc.org/project-detail/AS/604230/itau-bow-nfs,Brazil,BRA,Latin America and the Caribbean,Financial Institutions Group,500000,,Active,"Jul 19, 2019","Jul 01, 2019",BR,"October 11, 2022 02:11 AM"
"Apr 22, 2020",604288,Syrdarya UZ CCGT,https://disclosures.ifc.org/project-detail/AS/604288/syrdarya-uz-ccgt,Uzbekistan,UZB,Europe,Transaction Advisory,2163811,,Active,"Sep 27, 2019","Sep 30, 2019",UZ,"October 11, 2022 02:11 AM"
"Apr 21, 2020",604338,Parana Roads,https://disclosures.ifc.org/project-detail/AS/604338/parana-roads,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,11000000,,Active,"Oct 01, 2019","Oct 01, 2019",BR,"October 11, 2022 02:11 AM"
"Apr 21, 2020",604449,Caja ArequipaDFS,https://disclosures.ifc.org/project-detail/AS/604449/caja-arequipadfs,Peru,PER,Latin America and the Caribbean,Financial Institutions Group,304000,,Active,"Nov 01, 2019","Oct 18, 2019",PE,"October 11, 2022 02:11 AM"
"Apr 16, 2020",603114,MPesa TZ,https://disclosures.ifc.org/project-detail/AS/603114/mpesa-tz,Tanzania,TAN,Africa,Financial Institutions Group,1975000,,Active,"Jul 31, 2018","Jul 15, 2018",,"October 11, 2022 02:11 AM"
"Apr 16, 2020",603150,I&M Bank Rwanda,https://disclosures.ifc.org/project-detail/AS/603150/i&m-bank-rwanda,Rwanda,RWA,Africa,Financial Institutions Group,640000,,Completed,"Jun 20, 2018","Nov 01, 2018",RW,"October 11, 2022 02:11 AM"
"Apr 16, 2020",603362,DigiLab LAC,https://disclosures.ifc.org/project-detail/AS/603362/digilab-lac,Latin America Region,LAC,Latin America and the Caribbean,Financial Institutions Group,598520,,Active,"Jul 03, 2019","May 30, 2019",33,"October 11, 2022 02:11 AM"
"Apr 16, 2020",603403,BOW Stanbic AS,https://disclosures.ifc.org/project-detail/AS/603403/bow-stanbic-as,Kenya,KEN,Africa,Financial Institutions Group,330077,,Active,"Nov 23, 2018","Dec 31, 2018",KE,"October 11, 2022 02:11 AM"
"Apr 09, 2020",604324,Uzbek Solar 2,https://disclosures.ifc.org/project-detail/AS/604324/uzbek-solar-2,Uzbekistan,UZB,Central Asia and Turkiye,Transaction Advisory,1553419,,Completed,"Oct 24, 2019","Nov 01, 2019",UZ,"October 11, 2022 02:11 AM"
"Apr 03, 2020",604085,VNCG2019,https://disclosures.ifc.org/project-detail/AS/604085/vncg2019,Vietnam,VNM,East Asia and the Pacific,"Environment, Social and Governance",1020476,,Active,"Jul 09, 2019","Apr 01, 2019",VN,"October 11, 2022 02:11 AM"
"Apr 03, 2020",603237,Seco Irrigation,https://disclosures.ifc.org/project-detail/AS/603237/seco-irrigation,Cote D'Ivoire,IVC,Africa,"Manufacturing, Agribusiness & Services",1461332,,Active,"Jul 23, 2018","Jun 22, 2018",CI,"October 11, 2022 02:11 AM"
"Mar 20, 2020",603641,Pakistan REF,https://disclosures.ifc.org/project-detail/AS/603641/pakistan-ref,Pakistan,PAK,Middle East,"Manufacturing, Agribusiness & Services",2001457,,Active,"Jan 23, 2019","Dec 01, 2018",PK,"October 11, 2022 02:11 AM"
"Mar 20, 2020",603499,AMSME KCB Kenya,https://disclosures.ifc.org/project-detail/AS/603499/amsme-kcb-kenya,Kenya,KEN,Africa,Financial Institutions Group,200000,,Completed,"Sep 19, 2018","Nov 01, 2018",KE,"October 11, 2022 02:11 AM"
"Mar 20, 2020",603657,BCP RAF AS,https://disclosures.ifc.org/project-detail/AS/603657/bcp-raf-as,Morocco,MYC,Africa,Financial Institutions Group,250000,,Completed,,"Dec 31, 2019",MA,"October 11, 2022 02:11 AM"
"Mar 20, 2020",604341,Ethiopia Telecom,https://disclosures.ifc.org/project-detail/AS/604341/ethiopia-telecom,Ethiopia,ETH,Africa,Transaction Advisory,3000000,,Hold,"Dec 04, 2019","Jan 06, 2020",ET,"October 11, 2022 02:11 AM"
"Mar 20, 2020",605021,eThekwini WW PPP,https://disclosures.ifc.org/project-detail/AS/605021/ethekwini-ww-ppp,South Africa,SOU,Africa,Transaction Advisory,1350000,,Active,,"Jan 01, 2020",ZA,"October 11, 2022 02:11 AM"
"Mar 05, 2020",603800,Eth Inv Pol II,https://disclosures.ifc.org/project-detail/AS/603800/eth-inv-pol-ii,Ethiopia,ETH,Africa,Other,2500000,,Active,"Dec 03, 2019","Oct 01, 2019",ET,"October 11, 2022 02:11 AM"
"Feb 12, 2020",603639,Fiji WINvest,https://disclosures.ifc.org/project-detail/AS/603639/fiji-winvest,Fiji,FIJ,East Asia and the Pacific,Other,715468,,Active,"Nov 22, 2018","Nov 22, 2018",,"October 11, 2022 02:11 AM"
"Feb 07, 2020",603711,Alliance SL,https://disclosures.ifc.org/project-detail/AS/603711/alliance-sl,Sri Lanka,SRI,South Asia,Financial Institutions Group,219582,,Completed,"Jan 03, 2019","Jan 01, 2019",LK,"October 11, 2022 02:11 AM"
"Feb 05, 2020",603119,Deyang Water PPP,https://disclosures.ifc.org/project-detail/AS/603119/deyang-water-ppp,China,CHA,East Asia and the Pacific,Transaction Advisory,1700000,,Active,"Dec 23, 2018","Dec 15, 2018",CN,"October 11, 2022 02:11 AM"
"Feb 05, 2020",603743,Chennai WTE,https://disclosures.ifc.org/project-detail/AS/603743/chennai-wte,India,IND,South Asia,Transaction Advisory,664106,,Hold,"Jan 07, 2019","Dec 01, 2018",IN,"October 11, 2022 02:11 AM"
"Jan 27, 2020",603630,ABI SME Banking,https://disclosures.ifc.org/project-detail/AS/603630/abi-sme-banking,Cote D'Ivoire,IVC,Africa,Financial Institutions Group,1807561,,Active,"Nov 30, 2018","Feb 01, 2019",CI,"October 11, 2022 02:11 AM"
"Jan 24, 2020",602260,ACCESS BANK NFS,https://disclosures.ifc.org/project-detail/AS/602260/access-bank-nfs,Nigeria,NIR,Africa,Financial Institutions Group,263500,,Completed,"Jul 18, 2018","Jan 01, 2019",NG,"October 11, 2022 02:11 AM"
"Jan 24, 2020",603453,Co-op Bank AS II,https://disclosures.ifc.org/project-detail/AS/603453/co-op-bank-as-ii,Kenya,KEN,Africa,Financial Institutions Group,1007000,,Active,"Oct 02, 2018","Feb 25, 2019",KE,"October 11, 2022 02:11 AM"
"Jan 23, 2020",602208,Jordan NQI,https://disclosures.ifc.org/project-detail/AS/602208/jordan-nqi,Jordan,JOR,Middle East,Other,2343096,,Active,"May 17, 2019","May 01, 2019",JO,"October 11, 2022 02:11 AM"
"Jan 23, 2020",602825,Taj CEP,https://disclosures.ifc.org/project-detail/AS/602825/taj-cep,Tajikistan,TJK,Europe,Other,2758917,,Active,"Feb 28, 2019","Mar 01, 2019",TJ,"October 11, 2022 02:11 AM"
"Jan 23, 2020",604289,DFS Vodacom Les,https://disclosures.ifc.org/project-detail/AS/604289/dfs-vodacom-les,Lesotho,LES,Africa,Financial Institutions Group,995000,,Active,"Sep 20, 2019","Sep 01, 2019",,"October 11, 2022 02:11 AM"
"Jan 13, 2020",600085,DRC Inv Climate,https://disclosures.ifc.org/project-detail/AS/600085/drc-inv-climate,"Congo, Democratic Republic of",ZAI,Africa,Other,2062709,,Active,"Sep 29, 2015","Sep 01, 2015",ZR,"October 11, 2022 02:11 AM"
"Jan 08, 2020",603615,J-CAP BD,https://disclosures.ifc.org/project-detail/AS/603615/j-cap-bd,Bangladesh,BAN,South Asia,Other,3976000,,Active,"Feb 14, 2019","Mar 29, 2019",BD,"October 11, 2022 02:11 AM"
"Jan 08, 2020",603522,J-CAP Moroc,https://disclosures.ifc.org/project-detail/AS/603522/j-cap-moroc,Morocco,MYC,Africa,Other,1943524,,Active,"Feb 19, 2019","Feb 19, 2019",MA,"October 11, 2022 02:11 AM"
"Jan 08, 2020",603143,J-CAP Kenya FCI,https://disclosures.ifc.org/project-detail/AS/603143/j-cap-kenya-fci,Kenya,KEN,Africa,Other,2087333,,Active,"Jul 18, 2018","Jan 01, 2019",KE,"October 11, 2022 02:11 AM"
"Jan 07, 2020",602137,TraCED,https://disclosures.ifc.org/project-detail/AS/602137/traced,Bangladesh,BAN,South Asia,Other,2892829,,Active,"May 22, 2017","May 15, 2017",BD,"October 11, 2022 02:11 AM"
"Dec 20, 2019",602792,KR Inv&Growth,https://disclosures.ifc.org/project-detail/AS/602792/kr-inv&growth,Kyrgyz Republic,KGZ,Central Asia and Turkiye,Other,1960000,,Active,"Jan 25, 2019","Feb 28, 2019",KG,"October 11, 2022 02:11 AM"
"Dec 18, 2019",604082,SRL Advisory,https://disclosures.ifc.org/project-detail/AS/604082/srl-advisory,Sierra Leone,SIL,Africa,Infrastructure and Natural Resources,2000000,,Active,"Apr 25, 2019","Apr 15, 2019",SL,"October 11, 2022 02:11 AM"
"Dec 18, 2019",603620,BUH RM AS,https://disclosures.ifc.org/project-detail/AS/603620/buh-rm-as,Haiti,HAI,Latin America and the Caribbean,Financial Institutions Group,592000,,Active,"Nov 30, 2018","Feb 13, 2019",HT,"October 11, 2022 02:11 AM"
"Dec 18, 2019",603261,Project Name Pending,https://disclosures.ifc.org/project-detail/AS/603261/project-name-pending,Brazil,BRA,Latin America and the Caribbean,Transaction Advisory,243878,,Active,"Jul 15, 2018","May 16, 2018",BR,"October 11, 2022 02:11 AM"
"Dec 18, 2019",602283,Guinea IC 2 Agri,https://disclosures.ifc.org/project-detail/AS/602283/guinea-ic-2-agri,Guinea,GUI,Africa,Other,1856165,,Active,"Nov 27, 2018","Sep 01, 2018",GN,"October 11, 2022 02:11 AM"
"Dec 10, 2019",603007,Childcare,https://disclosures.ifc.org/project-detail/AS/603007/childcare,World Region,WLD,Global,Other,1175000,,Completed,"Mar 16, 2019","Feb 28, 2019",99,"October 11, 2022 02:11 AM"
"Dec 03, 2019",603408,SNDB Peru,https://disclosures.ifc.org/project-detail/AS/603408/sndb-peru,Peru,PER,Latin America and the Caribbean,Other,855000,,Completed,"Jan 11, 2019","Nov 30, 2018",PE,"October 11, 2022 02:11 AM"
"Dec 03, 2019",603285,MAS FM MENA,https://disclosures.ifc.org/project-detail/AS/603285/mas-fm-mena,"Egypt, Arab Republic of",EGT,Africa,"Manufacturing, Agribusiness & Services",933088,,Active,"Mar 19, 2019","Feb 20, 2019",EG,"October 11, 2022 02:11 AM"
"Dec 03, 2019",603076,MAS FM Africa,https://disclosures.ifc.org/project-detail/AS/603076/mas-fm-africa,Kenya,KEN,Africa,"Manufacturing, Agribusiness & Services",833185,,Active,"May 17, 2019","May 17, 2019",KE,"October 11, 2022 02:11 AM"
"Nov 20, 2019",602004,LED - GUINEA,https://disclosures.ifc.org/project-detail/AS/602004/led---guinea,Guinea,GUI,Africa,Infrastructure and Natural Resources,3999072,,Active,"Jun 07, 2018","Jun 15, 2018",GN,"October 11, 2022 02:11 AM"
"Nov 20, 2019",601492,IPP Colombia,https://disclosures.ifc.org/project-detail/AS/601492/ipp-colombia,Colombia,CLM,Latin America and the Caribbean,Other,195125,,Completed,"Jun 13, 2016","May 16, 2016",CO,"October 11, 2022 02:11 AM"
"Nov 14, 2019",602976,Invest W AF WRS,https://disclosures.ifc.org/project-detail/AS/602976/invest-w-af-wrs,Western Africa Region,WAN,Africa,Other,1750000,,Active,"Dec 20, 2018","Dec 20, 2018",45,"October 11, 2022 02:11 AM"
"Nov 07, 2019",602131,CA Fin Inclusion,https://disclosures.ifc.org/project-detail/AS/602131/ca-fin-inclusion,Central Asia Region,CAS,Europe,Other,3763502,,Active,"Mar 22, 2019","Apr 01, 2019",22,"October 11, 2022 02:11 AM"
"Nov 05, 2019",602332,EDGE Ghana,https://disclosures.ifc.org/project-detail/AS/602332/edge-ghana,Ghana,GHA,Africa,Other,898731,,Completed,"Jan 09, 2019","Jan 10, 2019",GH,"October 11, 2022 02:11 AM"
"Nov 05, 2019",603138,ECA Cities II,https://disclosures.ifc.org/project-detail/AS/603138/eca-cities-ii,Ukraine,UKR,Europe,Infrastructure and Natural Resources,7677376,,Hold,"Nov 08, 2018","Jan 01, 2019",UA,"October 11, 2022 02:11 AM"
"Nov 05, 2019",603600,ICRP2,https://disclosures.ifc.org/project-detail/AS/603600/icrp2,Country Pending,,Africa,Other,3875000,,Active,"Jan 30, 2019","Dec 31, 2018",,"October 11, 2022 02:11 AM"
"Nov 02, 2019",603653,WomenRetailerDev,https://disclosures.ifc.org/project-detail/AS/603653/womenretailerdev,Sri Lanka,SRI,South Asia,"Manufacturing, Agribusiness & Services",478149,,Active,"Oct 14, 2019","Oct 01, 2019",LK,"October 11, 2022 02:11 AM"
"Nov 02, 2019",603265,Cam Logistics,https://disclosures.ifc.org/project-detail/AS/603265/cam-logistics,Cambodia,KAM,East Asia and the Pacific,Transaction Advisory,1926439,,Active,,"Jan 01, 2020",KH,"October 11, 2022 02:11 AM"
"Oct 30, 2019",603023,Gas-to-power SSA,https://disclosures.ifc.org/project-detail/AS/603023/gas-to-power-ssa,Sierra Leone,SIL,Africa,Infrastructure and Natural Resources,1950000,,Active,"Oct 25, 2018","Jul 01, 2018",SL,"October 11, 2022 02:11 AM"
"Oct 30, 2019",603316,Kenya IG II,https://disclosures.ifc.org/project-detail/AS/603316/kenya-ig-ii,Kenya,KEN,Africa,Other,4000000,,Active,"Aug 20, 2018","Aug 10, 2018",KE,"October 11, 2022 02:11 AM"
"Oct 30, 2019",603677,Get2Equal VN,https://disclosures.ifc.org/project-detail/AS/603677/get2equal-vn,Vietnam,VNM,East Asia and the Pacific,Other,1000000,,Active,"Mar 09, 2019","Mar 09, 2019",VN,"October 11, 2022 02:11 AM"
"Oct 28, 2019",602198,Green Finance,https://disclosures.ifc.org/project-detail/AS/602198/green-finance,Ukraine,UKR,Europe,Financial Institutions Group,1991480,,Active,"Dec 14, 2018","Dec 14, 2018",UA,"October 11, 2022 02:11 AM"
"Oct 28, 2019",603031,Uzbek Dialysis,https://disclosures.ifc.org/project-detail/AS/603031/uzbek-dialysis,Uzbekistan,UZB,Europe,Transaction Advisory,623506,,Completed,"Nov 15, 2018","Nov 15, 2018",UZ,"October 11, 2022 02:11 AM"
"Oct 28, 2019",603340,Gaborone Water,https://disclosures.ifc.org/project-detail/AS/603340/gaborone-water,Botswana,BOT,Africa,Transaction Advisory,1374477,,Active,"Mar 08, 2019","Mar 01, 2019",BW,"October 11, 2022 02:11 AM"
"Oct 28, 2019",603389,CI Solar,https://disclosures.ifc.org/project-detail/AS/603389/ci-solar,Cote D'Ivoire,IVC,Africa,Transaction Advisory,2956257,,Active,"Sep 05, 2018","Oct 01, 2019",CI,"October 11, 2022 02:11 AM"
"Oct 24, 2019",603088,SUSIP,https://disclosures.ifc.org/project-detail/AS/603088/susip,Somalia,SOM,Africa,Other,3950000,,Active,"Jan 30, 2019","Dec 31, 2018",,"October 11, 2022 02:11 AM"
"Oct 22, 2019",601846,RDF Assess,https://disclosures.ifc.org/project-detail/AS/601846/rdf-assess,South Africa,SOU,Africa,Financial Institutions Group,40000,,Completed,,"Sep 12, 2016",ZA,"October 11, 2022 02:11 AM"
"Oct 22, 2019",601499,MA Climate Entpr,https://disclosures.ifc.org/project-detail/AS/601499/ma-climate-entpr,Morocco,MYC,Africa,Other,1331472,,Active,"Jul 23, 2017","Jun 01, 2017",MA,"October 11, 2022 02:11 AM"
"Oct 17, 2019",602153,KIMS SOMALIA,https://disclosures.ifc.org/project-detail/AS/602153/kims-somalia,Somalia,SOM,Africa,Financial Institutions Group,83000,,Completed,"Sep 14, 2018","Aug 01, 2018",,"October 11, 2022 02:11 AM"
"Oct 16, 2019",603388,Health Global,https://disclosures.ifc.org/project-detail/AS/603388/health-global,World Region,WLD,Global,"Manufacturing, Agribusiness & Services",2271198,,Active,"Aug 28, 2018","Aug 01, 2018",99,"October 11, 2022 02:11 AM"
"Oct 11, 2019",603163,Africa Cities,https://disclosures.ifc.org/project-detail/AS/603163/africa-cities,South Africa,SOU,Africa,Infrastructure and Natural Resources,4700000,,Active,"Apr 04, 2019","Mar 01, 2019",ZA,"October 11, 2022 02:11 AM"
"Sep 17, 2019",604318,Cambodia&Laos CG,https://disclosures.ifc.org/project-detail/AS/604318/cambodia&laos-cg,Lao People's Democratic Republic,LAO,East Asia and the Pacific,"Environment, Social and Governance",305000,,Active,"Aug 01, 2019","Jul 12, 2019",LA,"October 11, 2022 02:11 AM"
"Sep 17, 2019",603482,WB DR Phase II,https://disclosures.ifc.org/project-detail/AS/603482/wb-dr-phase-ii,Serbia,SRB,Europe,Other,2879787,,Active,"Dec 26, 2018","Jan 01, 2019",YF,"October 11, 2022 02:11 AM"
"Sep 15, 2019",603724,J-CAP WAEMU FCI,https://disclosures.ifc.org/project-detail/AS/603724/j-cap-waemu-fci,Cote D'Ivoire,IVC,Africa,Other,6938608,,Active,"Feb 04, 2019","Jan 29, 2019",CI,"October 11, 2022 02:11 AM"
"Sep 06, 2019",603520,Village Capital,https://disclosures.ifc.org/project-detail/AS/603520/village-capital,World Region,WLD,Global,Other,1170000,,Active,,"Jul 01, 2019",99,"October 11, 2022 02:11 AM"
"Sep 04, 2019",602167,Pak Investment,https://disclosures.ifc.org/project-detail/AS/602167/pak-investment,Pakistan,PAK,Middle East,Other,3000001,,Active,"Aug 20, 2018","Jul 01, 2018",PK,"October 11, 2022 02:11 AM"
"Aug 30, 2019",602136,Brazil IBEP,https://disclosures.ifc.org/project-detail/AS/602136/brazil-ibep,Brazil,BRA,Latin America and the Caribbean,Other,3607900,,Active,"May 23, 2018","Jun 01, 2018",BR,"October 11, 2022 02:11 AM"
"Aug 30, 2019",603066,BSP E&S TA,https://disclosures.ifc.org/project-detail/AS/603066/bsp-e&s-ta,Papua New Guinea,PAP,East Asia and the Pacific,Financial Institutions Group,110987,,Completed,"May 08, 2018","May 01, 2018",PG,"October 11, 2022 02:11 AM"
"Aug 30, 2019",603270,Togo Solar,https://disclosures.ifc.org/project-detail/AS/603270/togo-solar,Togo,TOG,Africa,Transaction Advisory,2634327,,Active,"Mar 07, 2019","Apr 01, 2019",TG,"October 11, 2022 02:11 AM"
"Aug 13, 2019",604287,Kivu_Energy,https://disclosures.ifc.org/project-detail/AS/604287/kivu_energy,"Congo, Democratic Republic of",ZAI,Africa,Infrastructure and Natural Resources,320760,,Active,"Jul 29, 2019","Jul 01, 2019",ZR,"October 11, 2022 02:11 AM"
