UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
5112,50064,,17-03-2020,Online shopping prevents boredom in the weeks to follow! Keep your kids and cohabitants entertained! https://t.co/Yw3a6E1m0v #Magic #magichour #COVID2019 #beatboredom @MOREFOX5 @LasVegasMag #ShopLocal https://t.co/UUwO09L3IF,Positive
19537,64489,,22-03-2020,Coronavirus pandemic sees food shortages for homeless as panic buying strips supermarket shelves https://t.co/QrfpOOqtDz #covid-19 #feedly,Negative
35636,80588,Colorado USA,07-04-2020,"My local store actually had ONE PACKAGE of TP on the shelf!  Haven't seen any in weeks!

#coronavirus #quarantine #shelterinplace #toiletpaper #memes https://t.co/Cni6Tyjeh2",Neutral
7729,52681,Lancaster,18-03-2020,"Due to the #Coronavirus outbreak, we recommend regularly using anti-static cleansing wipes or anti-static foam cleanser on the touchscreen of your tillÂ

Foam Clene Spray (300ml): Â£8.50
Screen Clene Wipes (20): Â£10
Screen Clene Wipes (100): Â£35

Note: All prices exclude VAT",Negative
8262,53214,USA,18-03-2020,"Nows the BEST chance for businesses (new/small/online/big) to boost their marketing efforts. As a consumer it would be best to remain cautious, but take advantage! 
#smallbusiness #BusinessContinuity #businessgrowth #businessnews #covid2019 #CoronaVirus",Extremely Positive
35568,80520,"Ontario, Canada",07-04-2020,"In this weekly #SocialDistancing check in we talk about the latest grocery store and outdoor restrictions, the @MetOperadaily streams, @TheTorontoZoo live broadcasts, and the #TigerKing on Netflix

https://t.co/s4S9VfttN3",Neutral
38382,83334,Bolivia,08-04-2020,On the long term effects of COVID 19 Advertisers should be asking themselves if the forced shift in consumer behavior is going to have long term effects on buying patterns,Negative
39702,84654,,09-04-2020,"@FiGuide Sensible question for Panda Pod, with Covid 19 apparently going to cost clubs millions, and player transfer fees apparently also set to drop, will that effect FI player prices ? Second part of question, what Easter Egg does he want from UncleRich",Negative
11519,56471,,19-03-2020,@McGuireSuzette Hi Suzette. We want to assure you that our suggested retail prices and e-commerce prices for Quilted Northern products have not changed since we became aware of the COVID-19.,Positive
28534,73486,,27-03-2020,"@Kolinagirl @DonaldJTrumpJr Capital will always flow where it multiplies and that is an will stay #china because they can provide the best price and after #covid19 they can make prices cheaper to win back their customers.
That's how #CAPITALISM is.
At",Extremely Positive
31928,76880,Twittershere,04-04-2020,One thing to take away from this pandemic is how our economy actually works The term economy means consumers spending money It doesn t mean stock market numbers like Trump would suggest The economy lives and dies with the consumer spending money,Positive
5130,50082,"Paris, France",17-03-2020,"Almost infinite line in front of supermarket doors before total confinement. But why as long as they remain open?
#stayhomechallenge #COVID2019 #attestation #CarrefourMarket https://t.co/7L7dsDX0oy",Neutral
23096,68048,,24-03-2020,.@Nordstrom Inc. will close its U.S. and Canadian stores for two weeks. #retail #coronavirus #Nordstrom #departmentstores https://t.co/DzBH4yjwSG https://t.co/n9FIqFjinf,Neutral
5198,50150,"London, England",17-03-2020,Peter Andre thinks its irresponsible not to stock up on food amid the coronavirus outbreak,Negative
11389,56341,Munich,19-03-2020,"I decided that my drink of choice during this #coronavirus period will be G&amp;T. Now, I'm going to the supermarket tomorrow, first thing in the morning. Nobody's hoarding tonic, right? RIGHT?
#emptyshelves",Neutral
21143,66095,"Chicago, IL",23-03-2020,Mondelez is hiring a 1 000 U S employees to help maintain supply chains amid surging demand for packaged goods because of the COVID 19 pandemic,Positive
33286,78238,"Brooklyn, NY",05-04-2020,Shoppers are accusing a supermarket on #ConeyIsland of price gouging amid the #coronavirus pandemic. https://t.co/hRzJ1UP6sP,Negative
30106,75058,"Boston, MA",02-04-2020,"...so much more useful knowledge about the convergence of the streaming wars, gaming, and social media here: https://t.co/I6Bc8kYYZC $NFLX $FB $GOOGL $EA $ATVI #Fortnite #YouTube #COVID19 #coronavirus",Neutral
6464,51416,"Arizona, USA",18-03-2020,Thank you to ALL of the stores who are supporting our seniors THIS is why we need to stop panic buying and hoarding Seniors are at great risk when it comes to the Bashas AJ s amp Food City open every Wed from 5 6am for 65 Please spread the love  #12News,Extremely Positive
40291,85243,United States,09-04-2020,"""COVID-19 has the potential to create more permanent behavior changes in the way people shop, consume media and how they regard the brands they do business with."" Find out how here: https://t.co/4hEUjUNJtY https://t.co/h4xtvzePI5",Positive
27381,72333,"Bengaluru, India",26-03-2020,Many are actively creating jobs for dislocated workers in order to meet increased consumer demand shares a list of   retailers are,Extremely Positive
12027,56979,,19-03-2020,Not sure what to do for Mother's Day? How about a delivery slot from your favourite supermarket  #coronavirusuk #coronavirus #SelfIsolation #MothersDay,Negative
26561,71513,"Washtington, DC",25-03-2020,"The fact that mainstream Republicans, including the President of the United States, are seriously suggesting that people's lives should be sacrificed for the greater good of the economy tells you everything you need to know about the priorities of the GOP #NotDying4WallStreet",Extremely Positive
26011,70963,"London, Canada",25-03-2020,"For a 19-year-old whose university courses have moved online, Justin Arcese is busier than youÂd expect https://t.co/SWXJ687YDN",Neutral
40570,85522,"Agra, Uttar Pradesh, India",10-04-2020,1 Sanitizer 2 Italy 3 Wuhan 4 Grocery Join 86 0016 parmar17 s10,Negative
23308,68260,"Seattle, WA",24-03-2020,There are scammers out there that are using the fears surrounding COVID-19 to steal your information. Be aware of calls with the Federal Trade Commission Bingo Scam chart. Click here to learn more and determine if the call you receive is a scam or not. https://t.co/rzBE9MDa0W https://t.co/9fEA42XRdS,Extremely Negative
20315,65267,Stillness in the Storm,22-03-2020,"#COVID19 #CORONAVIRUS 
Coronavirus Updates: Gas Prices at Lowest in Years, Italy Death Toll Surges, World Tops 303k Cases 
https://t.co/ey7bIG0rui https://t.co/OFdmgC7dxy",Negative
42427,87379,"Stonehouse, Gloucestershire",11-04-2020,Lorry after lorry making supply chain deliveries for onward delivery to your local supermarket. #coronavirus #workingforyou #dontpanicbuy #uktruckdrivers #truckinaround #truckerslife @ LIDL RDC Avonmouth https://t.co/g0DUnQ2lSl,Neutral
12751,57703,Moskau,20-03-2020,The key rate remains unchanged at 6% despite the currency crash and the drop in oil prices. This was announced by the @bank_of_russia today. #COVID2019 #covid19russia AHK-Liveticker https://t.co/MJYMueFBBB https://t.co/fUGknTqzhm,Neutral
8102,53054,"Manchester, England",18-03-2020,"They say donÂt panic buy, but what if you resisted at the start of this then go to do a ÂnormalÂ shop and thereÂs nothing left? And what if shops close due to staff shortages?Please let this end soon! Stay safe, my friends ??? #coronavirus #StopPanicBuying",Extremely Positive
17082,62034,"Gander, Newfoundland and Labrador",21-03-2020,For the love of God we re in the middle of a pandemic Stop running to the grocery store for a couple things Every time you leave your house you re risking your safety Is a loaf of fresh bread worth your life 19,Extremely Positive
4133,49085,"New York, NY",16-03-2020,"Panic grocery shopping is not necessary and has put more people at risk. 

We talked to several supermarket employees, some of them elderly, who are worried about their own health as customers crowd their stores. 
https://t.co/emOKMbCnot",Extremely Negative
17358,62310,"California, USA",21-03-2020,My daughter is a supermarket worker in Indiana She has a fever but there are no Covid 19 tests She is isolating for her and everyone s safety Kroger s is NOT paying her after working 12 hour shifts for weeks I m in NJ Please keep her in your thoughts,Positive
39672,84624,Shropshire,09-04-2020,"My friends husband has died this morning due to coronovirus, he had liver and kidney problems before this so was more at risk than most. What people donÂt see is my friend couldnÂt see him and will be alone to grieve too as well as not going to his funeral. Stay at home, please!",Extremely Negative
41552,86504,Abuja,11-04-2020,How COVID 19 affected U S consumer prices in March,Negative
34028,78980,San Diego,06-04-2020,Wearing this on my next grocery store trip.  Don't think I won't. #Covid_19 https://t.co/bHbu7BZBXU,Positive
43085,88037,"Maryland, USA",12-04-2020,Consumer Shopping Habits During COVID-19 Crisis https://t.co/RGKGeqpdWD,Extremely Negative
23349,68301,Ireland,24-03-2020,"From video call parties to grocery shopping for the elderly, people in Ireland are coming together during this difficult time. 
#COVID_19 #COVID19ireland #CoronavirusLockdown 
https://t.co/PLukRRhgan",Neutral
34665,79617,"Ulm, Germany",06-04-2020,"ItÂs 8:00pm on Sunday night and you walk into this dilemma.Â 
DonÂt panic, you purchased enough toilet paper to teepee the White House.

#toiletpaper #coronavirus https://t.co/mfv2gKXy24",Extremely Negative
24958,69910,"Georgia, USA",25-03-2020,"Don't order toilet paper from wish. 

#Wish #online #sales #Toiletpaper #Tp #Coronavirus #small #funny #comedy #memes #meme https://t.co/wOezt9TYvV",Positive
8769,53721,United Kingdom,18-03-2020,Determined not to waste any food at all whilst dickheads are out panic buying.. raiding the fridge before I even think about buying more stuff in. Don't let anything go to waste #coronavirus,Positive
24176,69128,Panama,25-03-2020,A friend of mine is breaking up with her boyfriend They decided to meet up at a grocery store five feet apart Elisabetta Abrami is 32 single outgoing   and on lockdown Mostly confined to her small apartment in Rome this is her new normal,Extremely Positive
31182,76134,Wiltshire,03-04-2020,"When it feels like everyone else is doing their upmost to help people's financial situation through the #coronavirus crisis, @VodafoneUK put their prices up... https://t.co/9DebQyJ5zR",Neutral
15832,60784,Equestrias Castle,20-03-2020,// For everyone reading this. I will not be very active at all due to CoVid-19. I work in a warehouse for a supermarket and due to the mass buying the work has gone through the roof and we are all struggling so much. I'm more likely to die of exhaustion than the virus.,Extremely Negative
34671,79623,"Gurgaon, India",06-04-2020,? key2practice workbooks will be available to you in soft copy now. Easy to download printable workbooks at prices like never before. #Covid_19 #COVID2019 #Homeschooling #studyplus #studyfromhome #workbooks #StayHome https://t.co/QP9E1DMhlW,Extremely Positive
38776,83728,"Winnipeg, MB Canada",08-04-2020,"? @appannie just found that daily time spent in apps on Android devices increased 20% in Q1 2020, while consumer spending in both iOS and Android apps was also up 15% and 5% respectively.

More findings here: https://t.co/9rfMY0PjHf
#mobileapps #marketingstrategy #mobile https://t.co/5prDsNni1c",Positive
5703,50655,"Montreal, QC",17-03-2020,Tracking #retail's response to the #coronavirus https://t.co/6pY8MYo9y1 via @RetailDive #store #closures #pandemic #COVID-19 #SocialDistancing,Neutral
41145,86097,"New York, NY",10-04-2020,The Federal Trade Commission #FTC has recorded $7 million in losses to #coronavirus-related consumer fraud in just the first nine days of April ? https://t.co/tmsboy1T5G,Extremely Negative
39336,84288,North America | Worldwide,09-04-2020,Many #retailers are wondering how the #COVID19 pandemic will change shopping behaviors. Here are a few considerations from @RetailDive: https://t.co/lCI2EDtgwZ,Neutral
25953,70905,Norwich,25-03-2020,Sadly not everyone is a good citizen #Scammers #Covid-19 #StaySafe https://t.co/WY17by5FHV,Extremely Negative
30844,75796,"London, England",02-04-2020,Well done to @ThreeUK mobile for putting their prices up by 3% in this extremely testing time . Well done guys can't wait to get off this network ..  #coronavirus https://t.co/JaM4zukdXI,Positive
31028,75980,"South Dakota, USA",03-04-2020,The WHO has been advocating for video game addiction to be classified as a mental illness but they took it back and said it's a healthy coping skill in isolation. Can we all agree the same rules apply to binge drinking and online shopping? #COVID2019 #QuarantineLife,Positive
35118,80070,#accessibility #justice #hugs #hope,06-04-2020,"Does anyone w/#neuropathy know way to open trash bags &amp; flimsy grocery store bags for veggies/fruit, easily? I can't feel the bags well.  Last week, if not for #socialdistancing, I think ppl would've come over to help me. They were motioning how but I couldn't do it like them.",Extremely Positive
17378,62330,Central IL,21-03-2020,"So @JBPritzker told us to shelter in place &amp; so I hit the grocery store. People deal differently... this woman was so #drunk she couldnÂt walk. Her friend told her to ride on the cart. As she went by, it was obvious she had wet herself. People are losing it. #CoronaCrisis #blono https://t.co/laxflvOcYK",Positive
24207,69159,Zimbabwe,25-03-2020,"#263Chat Pictures from a local supermarket as people engage in panic buying amid COVID-19 threats.
#Twimbos #Zimbabwe 
@ChokoMunashe 
@MoHCCZim https://t.co/ajAnKObyof",Negative
5108,50060,"Birmingham, England",17-03-2020,"Supermarket today. Absolutely NOTHING on the shelves. Even the dog food has all gone. There were old people walking around with nothing in their baskets. 

Sick of selfish people not giving a damn about anyone else. Times like this show me how ugly humanity can be. #COVID2019",Extremely Negative
15125,60077,"Connah's Quay, Wales",20-03-2020,"Overheard in the supermarket before ..my other half is in sainsbury's and the daughters going to Tesco's in a bit ...not panic buying... FUCKING GREED !!!!!?????
#Covid_19",Negative
9103,54055,Singapore,18-03-2020,"Oil prices seem to be fighting a three-headed monster that is a global recession, oversupply deluge, and demand destruction. #oilprice #recession2020 #oversupply #marketwatch #COVID2019 #retweet #comments #like https://t.co/VljfvnjF4l",Extremely Negative
32182,77134,Brighton UK and Bayonne France,04-04-2020,One example of the complete IRRATIONALITY of the response to #COVID2019 is the way supermarket staff have been told to wear facemasks. Facemasks do NOT PROTECT the wearer against the virus. They 'may' stop YOU from infecting others. Supermarket staff are being taken for drongosÂ,Extremely Negative
4769,49721,"Paris, France",17-03-2020,BEAUTY - The COVID-19 pandemic may put makeup apps and additional virtual reality beauty technologies to the consumer sniff test once or for all. https://t.co/7SZvEcFcHy,Extremely Positive
9930,54882,,19-03-2020,One year ago out of the blue resigned One year later although he still holds power poor considering the market context and the failure in diversification he should have taken the same step,Extremely Negative
14795,59747,"4711 odour coal own, EU ",20-03-2020,"#coronavirus It's official - city Drones are now patrolling the skies of my city - I'm guessing to monitor streets and public spaces. I hope they might also be...

The Bog Roll Patrol!

'cos there's still none in my supermarket! https://t.co/xdxtep9nGE",Positive
11478,56430,"Catshill, Bromsgrove",19-03-2020,"#coronavirus we are on day four of self isolating. We have good neighbors, family and cupboards are okay. First online shopping ? from Morrisons #Morrisons is coming tomorrow.",Positive
18588,63540,"New York, USA",22-03-2020,On today's episode of The COVID-19 Pandemic and We Didn't Panic Buy: The Quest to Find Cat Food,Negative
21878,66830,,23-03-2020,Thank you Lupe   Hand sanitizers are a supplemental health habit but not an alternative to washing hands,Positive
30071,75023,,02-04-2020,The spike in US initial unemployment claims underscores our expectation that the unemployment rate will rise sharply in coming months Our analysts have opined on the impact of this continuing rise on the credit quality of consumer banks amp finance companies,Negative
10042,54994,"Phoenix, AZ",19-03-2020,"BREAKING:

A peer-reviewed study shows that 100% of patients, after 6 days of taking a Malaria drug were ""virologically"" cured

This is, reportedly, the 2nd 100% cure to a virus that has ever existed

RT If President @realDonaldTrump should immediately move to make this available https://t.co/D2bRTj2Rv9",Neutral
12808,57760,"Ottawa, ON",20-03-2020,"If youÂre in a position to give, you may want to consider donating to your local food bank right now. Vulnerable families and individuals arenÂt in a position to stock up on food and programs they would rely on arenÂt running. https://t.co/Q0iTRtrv0Z #foodbank #Donate",Negative
19994,64946,"Bangkok, Thailand",22-03-2020,"Thailand Post Co Ltd is offering a special flat rate of Bt19 to encourage people to shop for consumer products and protective gears via online channels in an effort to combat the spread of Covid-19.

Read more : https://t.co/LfXEhJ39Xt

#COVID?19 #coronavirus #?????19?????????? https://t.co/lGEUexhEY3",Positive
44741,89693,"Tampa Bay, FL",14-04-2020,"Hillsborough County Sheriff Chad Chronister talks about recent effects of the quarantine and how #TampaBay residents are dealing with #Covid-19 on The Consumer Quarterback Show on iHeartRadio weekdays 4 oÂclock drive time on AM 860 The Answer, SundayÂs 7 AM on FM 102.5 The Bone https://t.co/xSCampCgNB",Neutral
21915,66867,Oxfordshire,23-03-2020,"@OxfordBusCo @ThamesTravelTW1 &amp; @Stagecoach_Ox have lifted restrictions on access to free travel for bus pass holders for the #vulnerable #elderly and #disabled to be able to do early morning supermarket shopping
in the wake of the Covid-19 pandemic",Positive
17834,62786,"Kingston upon Thames, London",21-03-2020,"Anyone thought about the huge increase in online shopping and the welfare of people in postal services/packing warehouses etc?

Please shop for essentials people! 

If you are able to stay at home then donÂt create more problems shopping 

#Covid_19 #OnlineShop",Extremely Positive
9990,54942,Transilvania/RO/EU,19-03-2020,Please stop panic buying There is enough food for everyone PLEASE STOP Photo credit Lauren Taylor,Negative
35829,80781,Washington State,07-04-2020,https://t.co/qIdLI7OC3d Here is a reference website,Neutral
32578,77530,,05-04-2020,REDUCED PRICES DUE TO Hire me F#or your assignments research papers Essays labreports Annotated bibliographies spring classes My response team is 24 7 I take cashapp venmo Zelle and Paypal,Neutral
19988,64940,United States,22-03-2020,"#Coronavirus has toilet paper sold out, but this price is crazy https://t.co/Km4PhtlG1A 

#Ad #COVID?19 #Covid_19 #toiletpaper #ToiletPaperApocalypse #toiletpapercrisis #ToiletPaperPanic",Negative
7369,52321,Vancouver,18-03-2020,"Shopping visits predicted to hold steady in months ahead https://t.co/eJJDHkzuvr

IMI's ongoing analysis of consumer behaviour amid the COVID-19 pandemic shows the impact differs across categories.

#marketingstrategy #marketingonline https://t.co/37uBLUwbSv",Neutral
19391,64343,"Suva, Fiji",22-03-2020,"As the impact of the coronavirus continues to grow, the Fijian Competition and Consumer Commission is on high alert for any fraud that may arise. 
#FBCNews #FijiNews #Fiji  
More: https://t.co/3S2U9K0BLS https://t.co/SzdqR5Fvfo",Negative
25878,70830,,25-03-2020,"@elainebale2 at last...well done you...my nanny realized how bad this virus is, he said I can smell the flowers outside the supermarket, they were giving them free, and nanny said to me, if I can smell the flowers but not the COVID 19. Does that mean ther",Positive
34669,79621,"Milton Keynes, UK",06-04-2020,"New @SA_Update  #consumer insights affecting vehicle demand from the #Coronavirus / #COVID19: ""1 in 5 are also holding off on big ticket purchases like #automotive, appliances, new furniture, and tech products"" 
https://t.co/JYKpRu60Zl",Positive
8848,53800,,18-03-2020,"In the crisis, the true character becomes apparent and the abyssals of stupidity are shown at the grocery store checkout.
#COVID2019 #ThingsIWontApologizeFor #COVID19 #ArmesDeutschland",Extremely Negative
34650,79602,Steel,06-04-2020,"@rip255255 @abhinav_its @rip255255 However on the demand side, downstream demand recovery for steel products is slower than expectation - companies reporting low profits due to falling domestic prices and shrinking export market due to the Covid-19 pandem",Negative
41625,86577,Geneva,11-04-2020,"Movement restrictions related to the response to #COVID-19 in #SouthSudan are leading to reduced food imports, increased prices and shortages of panic buying. Prior to #COVID19, over 20,000 people were at risk of catastrophic levels of #foodinsecurity ?
https://t.co/zXoPU2yYeA https://t.co/oYONkxZL4P",Extremely Negative
38449,83401,Canada,08-04-2020,"Once again IÂm most impressed with #FrescoGrocers their staff wear masks &amp; gloves with security at check out, and someone cleaning the baskets upon entering! He should use a sanitizer and move position of cloth but itÂs a good start! Thank you #Covid19ON #CoronaVirus",Extremely Positive
19255,64207,"New Windsor, New York",22-03-2020,With oil prices falling amid the COVID 19 recession its the beginning of the end for fracking,Negative
35362,80314,,07-04-2020,"Following a news item on a NYC ICU doctorÂs #COVID19 #coronavirus procedures at work, decided to try and get N95 mask to wear under DIY mask/scarf. DIY shops out. EBayÂs prices for surgical ones are extortionate. Bought ? mask for 2 disposables. Looking at UV light to sterilise!",Neutral
10642,55594,DL/BLR/GZB/SXR,19-03-2020,"""The spread and severity of Covid-19 will be difficult to forecast and characterize,Â the government plan said. The plan warned of Âsignificant shortages for government, private sector, and individual U.S. consumer""",Negative
35868,80820,Canada,07-04-2020,"Pandemic takes a heavy toll on oil sector and consumer businesses, Bank of Canada survey shows
https://t.co/viXiVgOxX9",Neutral
15066,60018,,20-03-2020,"ItÂs a shame to see the muslim and none muslim local shops bump up their prices in the time of need, but all the big supermarkets like @sainsburys and @asda are keeping the prices the same or even lowering them. Shame on you, if youÂre apart of this. #CoronaCrisis #Covid_19",Extremely Negative
8011,52963,Connecticut,18-03-2020,Make your finances a priority If you are experiencing hardship contacting your creditors is key KOMO,Negative
38723,83675,"Redfern, Sydney",08-04-2020,"@AndyYork8 @iRorschachBot @TheTattooedProf I'm limiting my grocery shopping to once per week. I'd like to go longer in between shops, but I need to restock my fresh fruit weekly. A friend of mine who works in a supermarket told me she's crying at work eve",Positive
11272,56224,"England, West Midlands",19-03-2020,"@JamaicaLivenews Yes #Jamaica ... no cum a England. Backside, we nu have essential food and domestic supplies. Toilet Roll scarce like u wouldnÂt believe. Look pon video #Coronavirus a lick down people like mad, people a panic fe buy food https://t.co/w9",Negative
31609,76561,"London, England",03-04-2020,"Keep staff &amp; customers safe and happy... masks and sanitiser available in quantity. Please contact lorri@bigbrightideasgroup.co.uk 
#coronavirus #covid-19 #supermarket #conveniencestore #petrolforecourt #petrolstation #shops #sanitiser #facemask #antibacterial https://t.co/J2SzhbmQu3",Extremely Positive
24653,69605,"London, UK",25-03-2020,"CEVA Logistics declares Force Majeure

Reserves the right to modify services and change previously agreed rates and prices 

#logistics #freight #supplychain #CoronaVirusUpdates #covid-19 #coronavirus
https://t.co/8wHcrvMhXo https://t.co/PE5jch3Us3",Positive
43709,88661,,13-04-2020,"My only wish is to at the grocery store when one of those asshole #dearcustomer is giving employees a hard time about being out of an item. I'm going to blow up on them. I'm excited!

#COVID2019 #COVID #retailproblems #retaillife #customers  #shopping #fml #GroceryStoreWorkers",Extremely Positive
32481,77433,,05-04-2020,We are politely asking online anyone on please pack up your picnics not exercise necessary shopping the latter before you need it If you choose to ignore this message we ll politely ask you to move in person,Negative
40096,85048,"Jupiter, FL USA",09-04-2020,"Have the #golf itch? You're not alone.

The 'Golf Itch' meter has been developed from the initial findings from our special (and ongoing) COVID-19 consumer study. That research and MUCH more here: https://t.co/8GfGlxWus9

#beinformed #NGF #golfbiz #sportsbiz https://t.co/DVchHeb4zO",Positive
9425,54377,,19-03-2020,Got some extra items at grocery store helped a family behind me in line by chipping in 30 toward their items remember to look out for each other amid scare Doing something to help others in your community can make a difference,Negative
36474,81426,relaxing in MyBonnÃ©t,07-04-2020,"Let's just assume that you have the virus if you're going into the grocery store...and save yourself some sanity.

I can only imagine the potential bacteria you're spreading by washing and disinfecting all your groceries.

?????

#COVID19 #coronavirus",Positive
26390,71342,"South Africa, Mpumalanga",25-03-2020,"Kanti what is happening with our Mpumalanga taxi's, I don't see no sanitizer anywhere??? #CoronaVirus",Negative
5822,50774,,17-03-2020,Virtual queues and cutting hours: What's your supermarket doing... #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/KpE2oywQAa,Negative
14664,59616,uk,20-03-2020,So i was going to start a new diet/eating plan for running so IÂm fitter/leaner for Brighton Marathon... oh wait I canÂt because I canÂt buy what I need ?? #coronavirus #bulkbuyers #stopstockpiling #StopPanicBuying,Neutral
32602,77554,,05-04-2020,Yield Growth BOSS BOSQF Submits Second Formula to for Approval,Extremely Positive
32332,77284,,04-04-2020,"Our Sodepur branch staff not only encouraged people to practice Social Distancing but also provided them with sanitizer. LetÂs fight this pandemic together.
#COVID19 #Coronavirus #SBIFamily #ProudSBI https://t.co/ZmSuNIJIqH",Extremely Negative
34479,79431,MIA - MAD,06-04-2020,"When I went to the grocery store this morning, my glasses fogged up from my mask and the batteries on both hearing aids went dead simultaneously. Effectively, I was blind and deaf negotiating the streets of Madrid. #coronavirus #adventure",Extremely Negative
26166,71118,"New York, NY",25-03-2020,16oz Liquid Cleaner Sanitizer AOSafety Super Clear Isopropyl Cleaner https://t.co/kCNEo9AZOs #coronavirus #covid_19 #covid19 https://t.co/Rm45RDxZuC,Extremely Positive
36004,80956,"Johannesburg, South Africa",07-04-2020,@Reuters The difference btw US and OPEC is that the US has private companies and any US cut would face court challenges. OPEC started  it now they need to cut production to achieve their prices. Did not learn from the last price war but now there is also ,Negative
31382,76334,DC/US/Global,03-04-2020,STILL TO COME ON grocery store workers say they are also on the frontlines working through this pandemic Now they have a plea to both city and state leaders 19,Neutral
21981,66933,,23-03-2020,@EtalePhilip The government has even considered to reduce taxes to bring prices down.Utakaa kwa nyumba ukule nini?There is a chance you can survive covid -19 but no chance with starvation.,Positive
24959,69911,Coupon Country,25-03-2020,"15 CoronaVirus Hacks- Pandemic Guide, Safe Mask, Home Diagnosis,  Better than Toilet Paper, Sanitizers, Movies, Myths &amp; Tips &gt;&gt;&gt; https://t.co/YvWBC7168k??
#Coronavirus 
#Pandemic #mask #test #toiletpaper #sanitizers https://t.co/NeHgtJtvFX",Extremely Positive
26630,71582,Yorkshire and The Humber,25-03-2020,@GMB @MartinSLewis Hello your talking about Sports Direct prices come to Bradford West Yorkshire see. The Asian store prices you be amazed at how high they gone in covid 19 they match Sports Direct boss no humanity,Positive
35291,80243,Mumbai,06-04-2020,"In Pics | #CoronavirusLockdown: Consumer durables' demand enters uncharted territory; recovery to be stretched.  Here's all you to need to know: https://t.co/wpo6vvCVt9 

#Coronavirus #CoronavirusIndia #CoronavirusUpdate https://t.co/cwZHZfY6mt",Negative
4039,48991,An Uber Away,16-03-2020,"Given the self centred &amp; aggressive behaviour seen in the streets and grocery store aisles of Australia, IÂm thrilled weÂre not at war or under immediate threat.

PeopleÂs true selves emerge in times of stress &amp; pressure failing my previous lax standards

#CoronaVirus #COVID19Aus",Negative
6146,51098,,17-03-2020,Self Quarantine Diary All my friends set out to return to their country before the borders were closed I have no place to go I have to go to the supermarket and buy some food,Positive
38096,83048,,08-04-2020,"The demand for #lithium is rising rapidly. However, the increase in demand is now uncertain by the outbreak of the #coronavirus, the looming economic downturn, and the collapse of oil prices. What the effect is on the #electricvehicle industry? @Forbes: https://t.co/hBFyIXIjw1",Extremely Negative
43112,88064,Global,12-04-2020,"Virtual waiting rooms, such as @queueit, are helping online #grocery chains keep up with the massive consumer demand for pantry-loading and home delivery
Here's the full report for the week of April 6-10: https://t.co/TGMY9JU13c",Positive
19309,64261,"Reading, England",22-03-2020,Supermarkets in Denmark apply pricing trick to stop hoarding hand sanitiser @sainsburys @Tesco @Morrisons @AldiUK @LidlGB @waitrose https://t.co/uXVaSM3olL #coronavirus #COVID19 #StopHoarding https://t.co/UoaTVe9SaX,Positive
36514,81466,New Zealand,07-04-2020,"@KyBrendon @nzherald @zenergynz @jacindaardern Hi Ky, hot coffee from retailers and cafes is classed as hospitality, and are classed as non-essential right now, but you can purchase coffee to make from your local supermarket. More info on non-essential se",Neutral
35564,80516,UK,07-04-2020,Panic! At the supermarket: how covid-19 rewrote the shopping list https://t.co/I9APNPwvA2 via @1843mag,Negative
23334,68286,"Rome, Lazio",24-03-2020,The COVID 19 induced plunge in energy prices has hurt ethanol processing margins and that s likely to have long lasting impact on the US corn crop Gro users can track data and adjust their forecasts in near real time using Gro s Monitoring Kit,Negative
33484,78436,,05-04-2020,Need a mask to go to the grocery store or your essential but non worker job Here s a super easy super cheap video,Extremely Positive
38089,83041,London,08-04-2020,"Stay safe with and keep a pocket sanitizer in your pocket and rub it in your hands often.
We need to avoid the spread of the virus! ?

#covid #coronavirus #virus #sanitizer #health #flattenthecurve #stopthevirus https://t.co/saKGwJIbaD",Positive
22902,67854,United States,24-03-2020,WeÂre taking a number of important steps to keep prices fair and protect our customers from those looking to exploit the COVID-19 crisis. Read more about the ways weÂre working vigorously to combat price gouging in our stores. https://t.co/F7WASqfFsg,Negative
4679,49631,"Los Angeles, Kalifornia ",17-03-2020,"It's the time of the #Deplorables. 
America would collapse without the rough, unsung heroes that grow our food, ship our goods, stock shelves, pump oil, staff our hospitals, fill the pipes with water, put out the fires, police the streets, and keep the lights on. #COVID2019",Neutral
29954,74906,"Queensland, Australia",02-04-2020,"In the past few weeks, trade in supermarkets and fruit and vegetable shops has doubled. The increase in demand has seen an increase in prices, but this could soon change. https://t.co/VZ3A1cpmr5 @GeorgiaTerry_7 #coronavirus #7NEWS https://t.co/R7W1UvOfBb",Positive
27945,72897,"Burbank, CA",26-03-2020,Nearly 40 of American adults surveyed are highly concerned about especially Our latest report highlights shifts in behavior and the social and impact of Get the report,Neutral
22490,67442,"Lakeland, FL",23-03-2020,"@stevensonjim2 @Hattiechicken @dad_darius @realDonaldTrump @senatemajldr @Marketplace But, matters and stocks side, how does that have any impact on rent, food, medical expenses (uninsured) trying to cope with #coronavirus impact?

How? It does nothin",Neutral
32312,77264,,04-04-2020,@GOVUK can someone explain why our local butcher's have been forced to shut? They are an essential service in our village and now I have to drive to the supermarket which 100s of other people putting myself and my family at risk rather than only a few #li,Extremely Negative
14316,59268,London,20-03-2020,19 It should be made a criminal offence for people to unfairly profit from this situation e g by selling ordinary products at greatly inflated prices Retweet if you agree,Negative
