Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
Q3 2014,1216.5,962.99,133443.96,750.39,1359.5,1162.37,75131.03,7468.7,2774.59,4563.7,14823052.5,4468.14,39445.0,25823253.75,8698.03,1283711.63,48118.65,13744.32,1390.21
Q4 2014,1206.0,996.65,144593.36,773.45,1396.85,1198.34,76125.73,7482.02,2819.33,4525.45,14936310.0,4429.64,39677.39,25793325.0,8622.96,1325574.78,72360.0,13951.91,1473.7
Q1 2015,1187.0,1105.21,142350.96,799.6,1503.33,1152.93,74283.93,7358.92,3082.04,4452.56,15520025.0,4359.73,38624.97,25585785.0,9056.87,1316917.09,68997.04,14381.99,1553.77
Q2 2015,1171.0,1050.98,143289.4,744.58,1461.93,1094.36,74569.27,7261.37,3137.11,4391.25,15612357.5,4301.02,39551.11,25572883.5,8934.79,1306191.89,65242.14,14213.3,1523.55
Q3 2015,1114.0,997.99,133418.21,735.44,1493.54,1088.49,73122.96,7081.81,3372.91,4177.78,16320100.0,4091.55,40432.63,25039935.0,8722.68,1320423.98,73084.97,15403.28,1586.33
Q4 2015,1060.0,975.79,127512.7,719.18,1472.45,1061.06,70125.63,6883.22,3093.98,3979.13,14612100.0,3893.38,38144.08,23834100.0,8299.85,1242902.79,77417.09,16425.23,1456.94
Q1 2016,1237.0,1085.52,139032.6,860.64,1600.0,1184.61,81917.22,8000.42,3483.02,4639.55,16402620.0,4543.5,43517.65,27576441.0,10984.5,1414633.02,82705.8,18193.8,1608.06
Q2 2016,1320.75,1188.85,135495.74,987.99,1715.26,1286.67,89144.01,8774.53,3798.01,4953.87,17450409.38,4851.25,46411.15,29458008.0,11728.19,1521305.69,84366.19,19342.38,1773.77
Q3 2016,1322.5,1176.81,133922.96,1018.09,1738.1,1282.03,88052.03,8821.07,3968.43,4961.69,17259947.5,4857.54,45824.62,29497701.25,11743.73,1456535.18,83345.59,18186.03,1728.19
Q4 2016,1145.9,1086.42,133652.03,927.37,1536.71,1164.64,77772.22,7963.43,4030.82,4299.19,15438136.43,4208.77,41035.23,26093286.68,20775.15,1384017.68,69950.02,15670.18,1582.52
Q1 2017,1244.85,1163.9,138713.61,995.52,1660.19,1246.03,80834.32,8579.26,4533.31,4668.5,16588246.72,4572.33,42776.14,28326558.42,22469.52,1392115.35,70137.19,16691.88,1631.84
Q2 2017,1242.25,1089.17,139579.19,956.35,1613.31,1189.64,80295.93,8421.83,4375.89,4658.75,16556086.88,4562.72,42199.22,28237584.75,22509.56,1421320.22,73626.59,16276.58,1619.52
Q3 2017,1283.1,1085.35,144432.12,956.36,1604.71,1241.53,83812.07,8523.37,4562.83,4811.75,17282071.93,4712.38,42791.37,29160368.82,22646.7,1469598.23,73852.01,17325.06,1635.25
Q4 2017,1291.0,1075.12,145431.14,954.35,1617.56,1258.08,82401.3,8406.99,4894.95,4841.64,17515642.5,4741.58,42073.69,29317319.0,22953.98,1382079.8,74324.48,15982.58,1650.58
Q1 2018,1323.85,1076.43,140791.42,943.72,1706.77,1267.72,86343.73,8329.27,5244.3,4964.44,18226102.86,4862.5,41396.77,30196353.23,23339.46,1411091.43,76121.37,15685.96,1725.9
Q2 2018,1250.45,1071.0,138506.09,947.13,1644.9,1241.63,85674.58,8284.61,5728.56,4689.62,17918947.8,4593.09,41427.39,28708455.2,22370.55,1393626.47,78406.34,17138.98,1692.43
Q3 2018,1187.25,1022.17,134853.78,910.43,1534.64,1159.71,86063.74,8168.99,7132.17,4452.48,17691805.88,4360.83,38395.66,27695574.38,21275.52,1316957.06,77758.99,16801.07,1640.87
Q4 2018,1279.0,1118.84,140325.48,1004.24,1746.86,1260.84,89293.37,8781.23,6804.15,4797.91,18392020.0,4697.96,41644.24,29666405.0,22919.68,1427107.95,88727.42,18398.41,1816.76
Q1 2019,1295.4,1153.67,143381.34,994.13,1730.59,1290.09,89738.82,8705.35,7318.49,4858.2,18446494.61,4758.13,41109.5,30058459.33,22449.26,1470408.24,85104.53,18681.29,1823.61
Q2 2019,1409.0,1237.27,151805.65,1107.1,1841.21,1373.77,97259.74,9677.43,8149.66,5284.1,19905647.5,5175.47,43210.5,32836745.0,23523.24,1626901.71,88872.67,19868.66,2007.84
Q3 2019,1485.3,1362.41,160523.77,1205.31,1966.54,1481.07,105261.4,10602.66,8386.74,5571.66,21083830.73,5455.73,45427.88,34460440.77,24160.24,1776641.22,96369.95,22520.86,2202.24
Q4 2019,1514.75,1349.44,164615.44,1143.42,1964.25,1466.81,108120.04,10551.29,9014.28,5682.28,21028516.88,5563.9,45372.42,35100544.38,24311.72,1751732.56,94083.0,21181.51,2154.85
Q1 2020,1608.95,1466.35,173694.19,1297.59,2290.1,1556.74,121719.07,11412.44,10603.38,6044.82,26241973.7,5909.91,52801.72,37998571.0,25324.87,1958655.38,125713.28,28735.85,2628.79
Q2 2020,1768.1,1574.23,190751.47,1430.96,2408.15,1675.36,133498.19,12507.72,12119.88,6632.14,25257309.9,6494.5,54647.56,41030530.87,28537.13,2126759.38,125984.9,30720.74,2568.05
Q3 2020,1886.9,1609.09,199124.54,1459.55,2520.43,1733.59,139215.47,12850.92,14536.96,7077.57,28077070.55,6930.87,59791.14,43742113.54,29737.54,2206729.44,146425.8,31473.48,2632.58
Q4 2020,1887.6,1542.72,194885.26,1380.88,2404.8,1668.54,137922.23,12344.53,14029.59,7081.52,26520781.37,6933.44,56552.51,43570529.25,29691.95,2050500.08,139615.21,27726.49,2446.19
Q1 2021,1691.05,1438.82,186861.03,1225.67,2125.4,1591.53,123639.01,11084.83,13995.55,6342.11,24562501.96,6211.48,52845.31,39020979.88,26579.08,1913845.89,127705.99,24970.47,2220.25
Q2 2021,1763.15,1486.76,195692.01,1276.3,2183.31,1629.77,131054.93,11392.5,15317.36,6612.52,25565673.58,6476.31,56508.95,40580658.15,27672.64,1985571.26,128804.71,25175.58,2348.52
Q3 2021,1742.8,1503.78,194452.92,1292.54,2207.87,1625.77,129363.69,11262.24,15483.47,6536.72,24943825.7,6401.57,58967.64,39666129.11,27396.82,2063475.26,126849.7,26220.43,2412.68
Q4 2021,1805.85,1587.98,207952.67,1333.27,2281.06,1645.4,134239.04,11509.31,23981.24,6779.88,25737878.52,6632.98,60324.42,41155323.73,28369.91,2146704.3,135450.04,28821.37,2483.8
